,post_id,username,username_count,level,rank
0,1,Jason Yip,1,2,Rookie 
1,1,Billy Ko,1,6,Master 
2,2,Douglas Chow,1,3,Wonderkid 
3,3,Douglas Chow,1,3,Wonderkid 
4,4,Douglas Chow,1,3,Wonderkid 
5,5,Junus Eu,1,8,Wizard 
6,5,Lok Yang Teng,1,6,Master 
7,6,Douglas Chow,1,3,Wonderkid 
8,7,Douglas Chow,1,3,Wonderkid 
9,8,Yong Kah Hwee,1,6,Master 
10,9,Lok Yang Teng,1,6,Master 
11,10,Douglas Chow,1,3,Wonderkid 
12,11,Douglas Chow,1,3,Wonderkid 
13,12,Douglas Chow,1,3,Wonderkid 
14,13,Douglas Chow,1,3,Wonderkid 
15,13,Goh Kah Kiat,1,4,Prodigy 
16,13,Darius MC,1,1,Freshie 
17,14,Douglas Chow,1,3,Wonderkid 
18,15,Junus Eu,1,8,Wizard 
19,15,Ashley Wong,1,4,Prodigy 
20,16,Douglas Chow,1,3,Wonderkid 
21,17,Douglas Chow,1,3,Wonderkid 
22,18,Douglas Chow,1,3,Wonderkid 
23,19,Douglas Chow,1,3,Wonderkid 
24,20,Douglas Chow,1,3,Wonderkid 
25,21,Douglas Chow,1,3,Wonderkid 
26,22,Cedric Jamie Soh,1,7,Grand Master 
27,22,Ryan Ong,1,2,Rookie 
28,22,Douglas Chow,1,3,Wonderkid 
29,23,Douglas Chow,1,3,Wonderkid 
30,24,Douglas Chow,1,3,Wonderkid 
31,25,Douglas Chow,1,3,Wonderkid 
32,26,Douglas Chow,1,3,Wonderkid 
33,27,Douglas Chow,1,3,Wonderkid 
34,27,Yixiong Chang,1,5,Genius 
35,28,Junus Eu,1,8,Wizard 
36,28,Yong Kah Hwee,1,6,Master 
37,28,Douglas Chow,1,3,Wonderkid 
38,29,Douglas Chow,1,3,Wonderkid 
39,30,Clarence Chua,1,7,Grand Master 
40,30,Krristy Lam,1,2,Rookie 
41,31,Douglas Chow,1,3,Wonderkid 
42,32,Junus Eu,1,8,Wizard 
43,32,Lok Yang Teng,1,6,Master 
44,33,Douglas Chow,1,3,Wonderkid 
45,34,Teo See Hwa,1,3,Wonderkid 
46,34,Nguyen Thu Ha,1,1,Freshie 
47,34,Douglas Chow,1,3,Wonderkid 
48,35,Douglas Chow,1,3,Wonderkid 
49,35,Ang Yee Gary,1,4,Prodigy 
50,36,Krristy Lam,1,2,Rookie 
51,37,Douglas Chow,1,3,Wonderkid 
52,38,Junus Eu,1,8,Wizard 
53,38,Paul Ho,1,2,Rookie 
54,39,Douglas Chow,1,3,Wonderkid 
55,40,Loh Tat Tian,1,6,Master 
56,41,Loo Cheng Chuan,1,6,Master 
57,41,Luke Ho,1,6,Master 
58,41,Yong Kah Hwee,1,6,Master 
59,41,Gabriel Lee,1,6,Master 
60,43,Loo Cheng Chuan,1,6,Master 
61,43,Hariz Arthur Maloy,1,9,God of Wisdom 
62,43,Kok Koon,1,5,Genius 
63,43,Lim Tian Shang,1,3,Wonderkid 
64,43,Yixiong Chang,1,5,Genius 
65,44,Loo Cheng Chuan,1,6,Master 
66,44,Teo See Hwa,1,3,Wonderkid 
67,45,Loo Cheng Chuan,1,6,Master 
68,45,Ck Chai,1,4,Prodigy 
69,45,Elsa Goh,1,5,Genius 
70,45,Daniel Ling,1,4,Prodigy 
71,45,Yong Kah Hwee,1,6,Master 
72,45,Good Day Every Day,1,6,Master 
73,45,Nicholes Wong,1,6,Master 
74,45,Png Cheng Xi Damien,1,4,Prodigy 
75,46,Good Day Every Day,1,6,Master 
76,46,Loo Cheng Chuan,1,6,Master 
77,46,Teo See Hwa,1,3,Wonderkid 
78,46,Luke Ho,1,6,Master 
79,46,Yixiong Chang,1,5,Genius 
80,46,Hariz Arthur Maloy,1,9,God of Wisdom 
81,47,Loo Cheng Chuan,1,6,Master 
82,47,Good Day Every Day,1,6,Master 
83,47,Teo See Hwa,1,3,Wonderkid 
84,48,Good Day Every Day,1,6,Master 
85,48,Loo Cheng Chuan,1,6,Master 
86,49,Loo Cheng Chuan,1,6,Master 
87,49,Gabriel Tham,1,8,Wizard 
88,50,Loo Cheng Chuan,1,6,Master 
89,51,Hariz Arthur Maloy,1,9,God of Wisdom 
90,51,Loo Cheng Chuan,1,6,Master 
91,52,Jim Ng,1,5,Genius 
92,52,Gabriel Lee,1,6,Master 
93,53,Hariz Arthur Maloy,1,9,God of Wisdom 
94,53,Loo Cheng Chuan,1,6,Master 
95,53,Yixiong Chang,1,5,Genius 
96,54,Loh Tat Tian,1,6,Master 
97,54,Jim Ng,1,5,Genius 
98,54,Loo Cheng Chuan,1,6,Master 
99,54,Hariz Arthur Maloy,1,9,God of Wisdom 
100,55,Yixiong Chang,1,5,Genius 
101,55,Jim Ng,1,5,Genius 
102,56,Loo Cheng Chuan,1,6,Master 
103,56,Chong Learn Khang,1,2,Rookie 
104,56,Good Day Every Day,1,6,Master 
105,57,Jonathan Chia Guangrong,1,6,Master 
106,57,Gabriel Tham,1,8,Wizard 
107,57,Jeff Yeo,1,6,Master 
108,58,Loo Cheng Chuan,1,6,Master 
109,58,Nicholes Wong,1,6,Master 
110,58,Yeap Ming Feng,1,5,Genius 
111,58,Kenneth Lou,1,8,Wizard 
112,59,Loo Cheng Chuan,1,6,Master 
113,59,Yeap Ming Feng,1,5,Genius 
114,60,Loo Cheng Chuan,1,6,Master 
115,61,Kenneth Lou,1,8,Wizard 
116,61,Yong Kah Hwee,1,6,Master 
117,62,Hariz Arthur Maloy,1,9,God of Wisdom 
118,62,Yong Kah Hwee,1,6,Master 
119,62,Gabriel Tham,1,8,Wizard 
120,63,Kenneth Lou,1,8,Wizard 
121,64,Teo See Hwa,1,3,Wonderkid 
122,64,Good Day Every Day,1,6,Master 
123,64,Yixiong Chang,1,5,Genius 
124,65,Loo Cheng Chuan,1,6,Master 
125,66,Loo Cheng Chuan,1,6,Master 
126,66,Good Day Every Day,1,6,Master 
127,68,Loo Cheng Chuan,1,6,Master 
128,69,Loo Cheng Chuan,1,6,Master 
129,70,Loo Cheng Chuan,1,6,Master 
130,71,Loo Cheng Chuan,1,6,Master 
131,71,Yixiong Chang,1,5,Genius 
132,72,Christopher Tan,1,6,Master 
133,72,Hariz Arthur Maloy,1,9,God of Wisdom 
134,73,Christopher Tan,1,6,Master 
135,73,Gabriel Tham,1,8,Wizard 
136,73,Luke Ho,1,6,Master 
137,74,Christopher Tan,1,6,Master 
138,74,Nicholes Wong,1,6,Master 
139,74,Lim Dewei Nicholas,1,1,Freshie 
140,74,Yong Kah Hwee,1,6,Master 
141,75,Christopher Tan,1,6,Master 
142,76,Christopher Tan,1,6,Master 
143,76,Devanshi Singh,1,3,Wonderkid 
144,77,Ashley Wong,1,4,Prodigy 
145,77,Christopher Tan,1,6,Master 
146,77,Lok Yang Teng,1,6,Master 
147,78,Kenneth Lou,1,8,Wizard 
148,78,Cedric Jamie Soh,1,7,Grand Master 
149,80,Yeo Enk Loui,1,6,Master 
150,80,Isaac Chan,1,8,Wizard 
151,80,Brandan Chen,1,6,Master 
152,80,Gibson Junxun,1,3,Wonderkid 
153,80,Jonathan Chia Guangrong,1,6,Master 
154,80,Loh Tat Tian,1,6,Master 
155,81,Jonathan Chia Guangrong,1,6,Master 
156,82,Jonathan Chia Guangrong,1,6,Master 
157,83,Gabriel Tham,1,8,Wizard 
158,83,Jonathan Chia Guangrong,1,6,Master 
159,83,Ashley Wong,1,4,Prodigy 
160,84,Hariz Arthur Maloy,1,9,God of Wisdom 
161,84,Yong Kah Hwee,1,6,Master 
162,84,Lok Yang Teng,1,6,Master 
163,85,Ng Lip Hong Kyith,1,5,Genius 
164,85,Heng Kai Le,1,4,Prodigy 
165,86,Charmaine Ng,1,6,Master 
166,86,Eric Chia,1,4,Prodigy 
167,86,Luke Ho,1,6,Master 
168,86,Ng Lip Hong Kyith,1,5,Genius 
169,86,Jeff Yeo,1,6,Master 
170,86,Brandan Chen,1,6,Master 
171,87,Luke Ho,1,6,Master 
172,87,Ng Lip Hong Kyith,1,5,Genius 
173,87,Changzhong Zhuang,1,3,Wonderkid 
174,87,Alan Kor,1,5,Genius 
175,87,Gabriel Tham,1,8,Wizard 
176,87,Colin Lim,1,3,Wonderkid 
177,87,Charmaine Ng,1,6,Master 
178,87,Loh Tat Tian,1,6,Master 
179,88,Ng Lip Hong Kyith,1,5,Genius 
180,88,Chris Lee Susanto,1,2,Rookie 
181,88,Dwivid Sharma,1,3,Wonderkid 
182,89,Richard Woon Tian Jun,1,6,Master 
183,89,Devanshi Singh,1,3,Wonderkid 
184,89,Ng Lip Hong Kyith,1,5,Genius 
185,90,Luke Ho,1,6,Master 
186,90,Nicholas Chan,1,5,Genius 
187,90,HC Tang,1,8,Wizard 
188,90,Jonathan Chia Guangrong,1,6,Master 
189,91,Kenichi Xi,1,6,Master 
190,91,Choon Yuan Chan,1,4,Prodigy 
191,91,Ng Lip Hong Kyith,1,5,Genius 
192,92,Ng Lip Hong Kyith,1,5,Genius 
193,93,Ng Lip Hong Kyith,1,5,Genius 
194,94,Ng Lip Hong Kyith,1,5,Genius 
195,95,Ng Lip Hong Kyith,1,5,Genius 
196,96,Ng Lip Hong Kyith,1,5,Genius 
197,97,Ng Lip Hong Kyith,1,5,Genius 
198,98,Ng Lip Hong Kyith,1,5,Genius 
199,99,Ng Lip Hong Kyith,1,5,Genius 
200,100,Ng Lip Hong Kyith,1,5,Genius 
201,101,Jeff Yeo,1,6,Master 
202,101,Isabella Jo,1,4,Prodigy 
203,101,Tee-Ming Chew,1,6,Master 
204,102,Dawn Fiona,1,5,Genius 
205,103,Dawn Fiona,1,5,Genius 
206,104,Dawn Fiona,1,5,Genius 
207,104,Leong Wen Fong,1,6,Master 
208,104,Jeff Yeo,1,6,Master 
209,104,JianHao Soo,1,4,Prodigy 
210,104,Yong Kah Hwee,1,6,Master 
211,104,Tan Siak Lim,1,3,Wonderkid 
212,104,Charmaine Ng,1,6,Master 
213,104,Eric Chia,1,4,Prodigy 
214,105,Dawn Fiona,1,5,Genius 
215,106,Dawn Fiona,1,5,Genius 
216,106,JianHao Soo,1,4,Prodigy 
217,106,Yong Kah Hwee,1,6,Master 
218,106,Ernest Yeam Wee Leong,1,5,Genius 
219,107,Dawn Fiona,1,5,Genius 
220,108,Lawrence Yip,1,2,Rookie 
221,108,Dawn Fiona,1,5,Genius 
222,108,Daniel Ling,1,4,Prodigy 
223,109,Ck Chai,1,4,Prodigy 
224,109,Kenichi Xi,1,6,Master 
225,109,HC Tang,1,8,Wizard 
226,109,Jonathan Chia Guangrong,1,6,Master 
227,109,Yong Kah Hwee,1,6,Master 
228,109,Jay Liu,1,6,Master 
229,109,Zeeeee,1,4,Prodigy 
230,109,Dawn Fiona,1,5,Genius 
231,109,Gabriel Lee,1,6,Master 
232,110,Alan Kor,1,5,Genius 
233,110,James Yeo,1,4,Prodigy 
234,110,Jeff Yeo,1,6,Master 
235,110,Yeap Ming Feng,1,5,Genius 
236,111,Dawn Fiona,1,5,Genius 
237,111,Brandan Chen,1,6,Master 
238,112,Charmaine Ng,1,6,Master 
239,112,Daryl Koh | TeamFatherAndSon.com,1,2,Rookie 
240,112,Jeff Yeo,1,6,Master 
241,112,Dawn Fiona,1,5,Genius 
242,113,Yeap Ming Feng,1,5,Genius 
243,113,HC Tang,1,8,Wizard 
244,113,Hariz Arthur Maloy,1,9,God of Wisdom 
245,113,Npm Adele,1,3,Wonderkid 
246,113,Good Day Every Day,1,6,Master 
247,113,Serene Toh,1,5,Genius 
248,113,Kenichi Xi,1,6,Master 
249,113,Nicholas Chan,1,5,Genius 
250,113,Huang Yixuan,1,6,Master 
251,115,Kok Koon,1,5,Genius 
252,115,Soh Sing Heng,1,4,Prodigy 
253,115,Singchang Toh,1,2,Rookie 
254,115,William Seah,1,3,Wonderkid 
255,115,Kenneth Lou,1,8,Wizard 
256,115,Colin Lim,1,3,Wonderkid 
257,116,Good Day Every Day,1,6,Master 
258,116,Jay Liu,1,6,Master 
259,116,HC Tang,1,8,Wizard 
260,116,Gabriel Lee,1,6,Master 
261,116,Kenichi Xi,1,6,Master 
262,116,Jonathan Chia Guangrong,1,6,Master 
263,116,Gabriel Tham,1,8,Wizard 
264,116,Jeff Yeo,1,6,Master 
265,116,Soh Sing Heng,1,4,Prodigy 
266,116,Tan Siak Lim,1,3,Wonderkid 
267,117,Teo See Hwa,1,3,Wonderkid 
268,117,Soh Sing Heng,1,4,Prodigy 
269,118,Nicholas Chan,1,5,Genius 
270,118,Jay Liu,1,6,Master 
271,118,Jonathan Chia Guangrong,1,6,Master 
272,118,Soh Sing Heng,1,4,Prodigy 
273,118,Serene Toh,1,5,Genius 
274,119,Soh Sing Heng,1,4,Prodigy 
275,120,Kenichi Xi,1,6,Master 
276,120,Jay Liu,1,6,Master 
277,120,Soh Sing Heng,1,4,Prodigy 
278,120,Jeff Yeo,1,6,Master 
279,120,Kenneth Lou,1,8,Wizard 
280,120,Nicholas Chan,1,5,Genius 
281,120,Yong Kah Hwee,1,6,Master 
282,121,Soh Sing Heng,1,4,Prodigy 
283,122,Luke Ho,1,6,Master 
284,122,Loh Tat Tian,1,6,Master 
285,122,Eric Chia,1,4,Prodigy 
286,122,Alex Ng,1,1,Freshie 
287,122,Choon Yuan Chan,1,4,Prodigy 
288,123,Hariz Arthur Maloy,1,9,God of Wisdom 
289,124,Soh Sing Heng,1,4,Prodigy 
290,125,Soh Sing Heng,1,4,Prodigy 
291,126,Serene Toh,1,5,Genius 
292,126,Soh Sing Heng,1,4,Prodigy 
293,127,Gabriel Lee,1,6,Master 
294,127,Yong Kah Hwee,1,6,Master 
295,127,Nicholes Wong,1,6,Master 
296,127,Soh Sing Heng,1,4,Prodigy 
297,127,Nicholas Chan,1,5,Genius 
298,127,Good Day Every Day,1,6,Master 
299,127,Jonathan Chia Guangrong,1,6,Master 
300,128,Choon Yuan Chan,1,4,Prodigy 
301,128,Good Day Every Day,1,6,Master 
302,128,Jay Liu,1,6,Master 
303,128,Dwivid Sharma,1,3,Wonderkid 
304,128,Nicholes Wong,1,6,Master 
305,129,Kenichi Xi,1,6,Master 
306,129,Jay Liu,1,6,Master 
307,129,Hao Yu,1,3,Wonderkid 
308,129,Jeff Yeo,1,6,Master 
309,129,Good Day Every Day,1,6,Master 
310,129,HC Tang,1,8,Wizard 
311,129,Lee Jiahui,1,5,Genius 
312,129,Chen Zhirong,1,4,Prodigy 
313,129,Nicholes Wong,1,6,Master 
314,129,Dwivid Sharma,1,3,Wonderkid 
315,130,Nicholes Wong,1,6,Master 
316,130,Eric Chia,1,4,Prodigy 
317,130,Jonathan Chia Guangrong,1,6,Master 
318,130,Dwivid Sharma,1,3,Wonderkid 
319,130,Rave Ong Ci De,1,5,Genius 
320,131,Kenneth Lou,1,8,Wizard 
321,131,Soh Sing Heng,1,4,Prodigy 
322,132,Soh Sing Heng,1,4,Prodigy 
323,133,Soh Sing Heng,1,4,Prodigy 
324,134,Gabriel Tham,1,8,Wizard 
325,135,Soh Sing Heng,1,4,Prodigy 
326,135,Kenichi Xi,1,6,Master 
327,135,Junda Huang,1,2,Rookie 
328,135,Hariz Arthur Maloy,1,9,God of Wisdom 
329,135,Kevin Ho,1,2,Rookie 
330,135,Kenneth Lou,1,8,Wizard 
331,135,Ck Chai,1,4,Prodigy 
332,135,Gabriel Lee,1,6,Master 
333,136,Soh Sing Heng,1,4,Prodigy 
334,137,Soh Sing Heng,1,4,Prodigy 
335,138,Soh Sing Heng,1,4,Prodigy 
336,139,Soh Sing Heng,1,4,Prodigy 
337,139,Kenneth Lou,1,8,Wizard 
338,140,Junus Eu,1,8,Wizard 
339,140,Anant Shiva,1,2,Rookie 
340,140,Chen Qijian,1,3,Wonderkid 
341,140,Gabriel Tham,1,8,Wizard 
342,140,Jay Liu,1,6,Master 
343,140,Jonathan Chia Guangrong,1,6,Master 
344,140,Yong Kah Hwee,1,6,Master 
345,140,Kenichi Xi,1,6,Master 
346,140,Yeap Ming Feng,1,5,Genius 
347,140,Teo See Hwa,1,3,Wonderkid 
348,141,Soh Sing Heng,1,4,Prodigy 
349,142,Junus Eu,1,8,Wizard 
350,142,Kenichi Xi,1,6,Master 
351,142,Nicholas Chan,1,5,Genius 
352,142,Yong Kah Hwee,1,6,Master 
353,142,Jonathan Chia Guangrong,1,6,Master 
354,142,Ck Chai,1,4,Prodigy 
355,142,Jeff Yeo,1,6,Master 
356,142,HC Tang,1,8,Wizard 
357,142,Leong Wen Fong,1,6,Master 
358,142,Good Day Every Day,1,6,Master 
359,142,Gabriel Lee,1,6,Master 
360,142,Jay Liu,1,6,Master 
361,142,Isabella Jo,1,4,Prodigy 
362,142,Teresa Wu,1,3,Wonderkid 
363,142,Soh Sing Heng,1,4,Prodigy 
364,143,Soh Sing Heng,1,4,Prodigy 
365,144,Victor Chng,1,4,Prodigy 
366,144,Hariz Arthur Maloy,1,9,God of Wisdom 
367,145,Ashley Wong,1,4,Prodigy 
368,146,Sarah Chan,1,6,Master 
369,146,Nicholes Wong,1,6,Master 
370,146,Victor Chng,1,4,Prodigy 
371,146,Zann Chua,1,6,Master 
372,146,Ashley Wong,1,4,Prodigy 
373,147,Isaac Chan,1,8,Wizard 
374,147,Nicholes Wong,1,6,Master 
375,147,Lok Yang Teng,1,6,Master 
376,148,Rich Tyler,1,2,Rookie 
377,148,Victor Chng,1,4,Prodigy 
378,148,Jonathan Chia Guangrong,1,6,Master 
379,149,Isaac Chan,1,8,Wizard 
380,149,Terence Tan,1,3,Wonderkid 
381,149,Victor Chng,1,4,Prodigy 
382,149,HC Tang,1,8,Wizard 
383,150,Victor Chng,1,4,Prodigy 
384,150,Junus Eu,1,8,Wizard 
385,151,Jon Lim,1,2,Rookie 
386,151,Loh Tat Tian,1,6,Master 
387,151,Yeo Enk Loui,1,6,Master 
388,151,Victor Chng,1,4,Prodigy 
389,151,Jonathan Chia Guangrong,1,6,Master 
390,151,Hariz Arthur Maloy,1,9,God of Wisdom 
391,151,Lee Jiahui,1,5,Genius 
392,152,Zann Chua,1,6,Master 
393,152,Victor Chng,1,4,Prodigy 
394,152,Gabriel Tham,1,8,Wizard 
395,152,Nicholes Wong,1,6,Master 
396,153,Cheng You Yi,1,3,Wonderkid 
397,153,Kishor Bhagwat,1,4,Prodigy 
398,153,Victor Chng,1,4,Prodigy 
399,153,Loh Tat Tian,1,6,Master 
400,153,Isaac Chan,1,8,Wizard 
401,154,Sandra Teo,1,6,Master 
402,154,Victor Chng,1,4,Prodigy 
403,154,Hariz Arthur Maloy,1,9,God of Wisdom 
404,154,Kishor Bhagwat,1,4,Prodigy 
405,154,Richard Woon Tian Jun,1,6,Master 
406,154,Isaac Chan,1,8,Wizard 
407,155,Zann Chua,1,6,Master 
408,155,Isaac Chan,1,8,Wizard 
409,155,Richard Woon Tian Jun,1,6,Master 
410,155,Victor Chng,1,4,Prodigy 
411,155,Nicholes Wong,1,6,Master 
412,155,Jonathan Chia Guangrong,1,6,Master 
413,155,Hariz Arthur Maloy,1,9,God of Wisdom 
414,156,Victor Chng,1,4,Prodigy 
415,157,Isaac Chan,1,8,Wizard 
416,157,Leonard Tan,1,6,Master 
417,157,Zann Chua,1,6,Master 
418,157,Victor Chng,1,4,Prodigy 
419,157,Lok Yang Teng,1,6,Master 
420,158,Leonard Tan,1,6,Master 
421,158,Gabriel Tham,1,8,Wizard 
422,158,Victor Chng,1,4,Prodigy 
423,158,Isaac Chan,1,8,Wizard 
424,158,Loh Tat Tian,1,6,Master 
425,159,Victor Chng,1,4,Prodigy 
426,159,Nicholes Wong,1,6,Master 
427,160,Victor Chng,1,4,Prodigy 
428,161,Victor Chng,1,4,Prodigy 
429,162,Nicholes Wong,1,6,Master 
430,162,Victor Chng,1,4,Prodigy 
431,162,Luke Ho,1,6,Master 
432,163,HC Tang,1,8,Wizard 
433,163,Nicholes Wong,1,6,Master 
434,163,Victor Chng,1,4,Prodigy 
435,163,Luke Ho,1,6,Master 
436,164,Victor Chng,1,4,Prodigy 
437,164,Jonathan Chia Guangrong,1,6,Master 
438,164,Gabriel Tham,1,8,Wizard 
439,165,Victor Chng,1,4,Prodigy 
440,165,Richard Woon Tian Jun,1,6,Master 
441,165,Isaac Chan,1,8,Wizard 
442,166,Isaac Chan,1,8,Wizard 
443,166,Terence Tan,1,3,Wonderkid 
444,166,Victor Chng,1,4,Prodigy 
445,167,Victor Chng,1,4,Prodigy 
446,168,Victor Chng,1,4,Prodigy 
447,168,Nicholes Wong,1,6,Master 
448,169,Victor Chng,1,4,Prodigy 
449,169,Ericsson Ting,1,3,Wonderkid 
450,169,Gabriel Tham,1,8,Wizard 
451,170,Victor Chng,1,4,Prodigy 
452,171,Sandra Teo,1,6,Master 
453,171,Victor Chng,1,4,Prodigy 
454,172,Isaac Chan,1,8,Wizard 
455,172,Zann Chua,1,6,Master 
456,172,Sandra Teo,1,6,Master 
457,173,Victor Chng,1,4,Prodigy 
458,173,Lok Yang Teng,1,6,Master 
459,174,Victor Chng,1,4,Prodigy 
460,174,Zann Chua,1,6,Master 
461,174,Lok Yang Teng,1,6,Master 
462,175,Kenneth Lou,1,8,Wizard
463,175,Victor Chng,1,4,Prodigy 
464,176,Nicholes Wong,1,6,Master 
465,176,Richard Woon Tian Jun,1,6,Master 
466,176,Victor Chng,1,4,Prodigy 
467,176,Yong Kah Hwee,1,6,Master 
468,177,Sandra Teo,1,6,Master 
469,177,Victor Chng,1,4,Prodigy 
470,177,Jonathan Chia Guangrong,1,6,Master 
471,177,Yong Kah Hwee,1,6,Master 
472,178,Victor Chng,1,4,Prodigy 
473,178,Isaac Chan,1,8,Wizard 
474,179,Victor Chng,1,4,Prodigy 
475,179,Ashley Wong,1,4,Prodigy 
476,180,Zann Chua,1,6,Master 
477,180,Leonard Tan,1,6,Master 
478,180,Yong Kah Hwee,1,6,Master 
479,180,Nicholes Wong,1,6,Master 
480,180,Victor Chng,1,4,Prodigy 
481,181,Sandra Teo,1,6,Master 
482,181,Victor Chng,1,4,Prodigy 
483,182,Victor Chng,1,4,Prodigy 
484,182,Jonathan Chia Guangrong,1,6,Master 
485,182,Richard Woon Tian Jun,1,6,Master 
486,182,Nicholes Wong,1,6,Master 
487,183,Victor Chng,1,4,Prodigy 
488,184,Victor Chng,1,4,Prodigy 
489,184,Leonard Tan,1,6,Master 
490,185,Victor Chng,1,4,Prodigy 
491,185,Hariz Arthur Maloy,1,9,God of Wisdom 
492,185,Leonard Tan,1,6,Master 
493,186,Sandra Teo,1,6,Master 
494,187,Hariz Arthur Maloy,1,9,God of Wisdom 
495,188,Victor Chng,1,4,Prodigy 
496,188,Jonathan Chia Guangrong,1,6,Master 
497,188,Yixiong Chang,1,5,Genius 
498,189,Lok Yang Teng,1,6,Master 
499,189,Victor Chng,1,4,Prodigy 
500,189,Nicholes Wong,1,6,Master 
501,189,Jonathan Chia Guangrong,1,6,Master 
502,190,Victor Chng,1,4,Prodigy 
503,191,Victor Chng,1,4,Prodigy 
504,191,Reagan Goh,1,1,Freshie 
505,192,Gabriel Tham,1,8,Wizard 
506,192,Victor Chng,1,4,Prodigy 
507,192,Yixiong Chang,1,5,Genius 
508,192,Yong Kah Hwee,1,6,Master 
509,192,Hariz Arthur Maloy,1,9,God of Wisdom 
510,193,Bryant Tan,1,3,Wonderkid 
511,193,Brandan Chen,1,6,Master 
512,193,Victor Chng,1,4,Prodigy 
513,194,Nicholes Wong,1,6,Master 
514,195,Victor Chng,1,4,Prodigy 
515,195,Yixiong Chang,1,5,Genius 
516,196,HC Tang,1,8,Wizard 
517,196,Victor Chng,1,4,Prodigy 
518,196,Nicholes Wong,1,6,Master 
519,196,Daniel Choo,1,1,Freshie 
520,197,Victor Chng,1,4,Prodigy 
521,197,Terence Tan,1,3,Wonderkid 
522,198,Victor Chng,1,4,Prodigy 
523,198,Zann Chua,1,6,Master 
524,199,Sandra Teo,1,6,Master 
525,199,Victor Chng,1,4,Prodigy 
526,199,Kenneth Lou,1,8,Wizard 
527,201,Sandra Teo,1,6,Master 
528,201,Victor Chng,1,4,Prodigy 
529,201,Nicholes Wong,1,6,Master 
530,202,Sandra Teo,1,6,Master 
531,202,Victor Chng,1,4,Prodigy 
532,203,Victor Chng,1,4,Prodigy 
533,204,Sandra Teo,1,6,Master 
534,205,Sandra Teo,1,6,Master 
535,205,Richard Woon Tian Jun,1,6,Master 
536,206,Jonathan Chia Guangrong,1,6,Master 
537,206,Luke Ho,1,6,Master 
538,206,Victor Chng,1,4,Prodigy 
539,206,Zlao Xie,1,1,Freshie 
540,206,Nicholes Wong,1,6,Master 
541,207,Gabriel Tham,1,8,Wizard 
542,207,Victor Chng,1,4,Prodigy 
543,207,Leonard Tan,1,6,Master 
544,207,Kenneth Lou,1,8,Wizard 
545,208,Nicholes Wong,1,6,Master 
546,208,Zann Chua,1,6,Master 
547,209,Victor Chng,1,4,Prodigy 
548,209,Hariz Arthur Maloy,1,9,God of Wisdom 
549,209,Zann Chua,1,6,Master 
550,209,Nicholes Wong,1,6,Master 
551,210,Victor Chng,1,4,Prodigy 
552,211,Terence Tan,1,3,Wonderkid 
553,211,Sandra Teo,1,6,Master 
554,211,Victor Chng,1,4,Prodigy 
555,211,Isaac Chan,1,8,Wizard 
556,212,Victor Chng,1,4,Prodigy 
557,212,Isaac Chan,1,8,Wizard 
558,213,Isaac Chan,1,8,Wizard 
559,213,Zann Chua,1,6,Master 
560,213,Victor Chng,1,4,Prodigy 
561,213,Ashley Wong,1,4,Prodigy 
562,214,Junus Eu,1,8,Wizard 
563,214,Richard Woon Tian Jun,1,6,Master 
564,214,Zann Chua,1,6,Master 
565,214,Victor Chng,1,4,Prodigy 
566,214,Hariz Arthur Maloy,1,9,God of Wisdom 
567,215,Aik Kai,1,6,Master 
568,215,Jeff Yeo,1,6,Master 
569,215,Png Cheng Xi Damien,1,4,Prodigy 
570,215,Sa Rah,1,1,Freshie 
571,216,Chupeng Dai,1,2,Rookie 
572,216,Aik Kai,1,6,Master 
573,217,Kenneth Lou,1,8,Wizard 
574,217,Aik Kai,1,6,Master 
575,218,Gabriel Tham,1,8,Wizard 
576,218,Xin Ying,1,2,Rookie 
577,218,Brandan Chen,1,6,Master 
578,219,Isaac Chan,1,8,Wizard 
579,220,Leonard Tan,1,6,Master 
580,221,Clarence Chua,1,7,Grand Master 
581,222,Ang Yee Gary,1,4,Prodigy 
582,223,Gabriel Tham,1,8,Wizard 
583,224,Chin Guo Qiang,1,3,Wonderkid 
584,225,Hariz Arthur Maloy,1,9,God of Wisdom 
585,226,Elijah Lee,1,9,God of Wisdom
586,226,Zeal Ong,1,2,Rookie
587,226,Loh Tat Tian,1,6,Master
588,226,Cedric Jamie Soh,1,7,Grand Master
589,227,Cedric Jamie Soh,1,7,Grand Master
590,228,Cedric Jamie Soh,1,7,Grand Master
591,229,Cedric Jamie Soh,1,7,Grand Master 
592,230,Cedric Jamie Soh,1,7,Grand Master 
593,231,Kenneth Lou,1,8,Wizard 
594,232,Kenneth Lou,1,8,Wizard 
595,233,Loh Tat Tian,1,6,Master 
596,234,Jay Liu,1,6,Master 
597,234,Isabella Jo,1,4,Prodigy 
598,234,Jeff Yeo,1,6,Master 
599,234,Zeeeee,1,4,Prodigy 
600,234,JianHao Soo,1,4,Prodigy 
601,234,Yong Kah Hwee,1,6,Master 
602,234,Good Day Every Day,1,6,Master 
603,234,Gabriel Lee,1,6,Master 
604,234,Nicholas Chan,1,5,Genius 
605,235,Kenneth Lou,1,8,Wizard 
606,236,Jonathan Ng,1,5,Genius 
607,236,Charmaine Ng,1,6,Master 
608,237,Tan Wei Ming,1,5,Genius 
609,237,Gabriel Tham,1,8,Wizard 
610,238,Jacky Yap,1,4,Prodigy 
611,239,Kenneth Lou,1,8,Wizard 
